0.0	2.3604077159326146e-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.039072259536091	-2.0120458906076206e-6	-6.025773496726899e-6	-3.514619197652387e-6	2.683102379233726e-6	1.2633852882994734e-6	5.212168193004244e-7	3.344330709035869e-7	1.929404590170499e-9	-1.079291472023661e-9	-8.221979205064726e-12	-7.462163728667333e-12	1.7567921996589174e-8	3.4649363054846304e-9
-1.039072259536091	-6.035205649253639e-8	6.32005606723708e-6	-3.681200064354545e-6	5.661067907260135e-6	9.251563958146904e-6	9.22503347475083e-6	1.1840768065088821e-5	1.522657508214764e-7	-2.010156112404267e-7	-3.818440018689172e-9	-6.616868504219379e-9	3.597910424901463e-5	1.4192379107265046e-5
-1.039072259536091	1.8540786887783025e-6	-1.788571768702661e-6	3.151712178497965e-6	-3.3630174162700433e-6	7.892569174419908e-6	1.6415275521516465e-5	3.156618051769016e-5	6.288047718984869e-7	-2.603545260124628e-6	-1.2172773721878368e-7	-2.831097720225012e-7	0.0031121046779297792	0.0018414092151230552
-1.039072259536091	1.5012475488421155e-6	5.830630272433872e-6	-3.1643046062240397e-6	7.5689917655835315e-6	3.0006857093488134e-7	-1.028548047912665e-5	-2.7692755392764574e-5	-4.59211084984733e-6	-4.370980520685396e-6	-1.1538363809143296e-6	-2.579783565798906e-6	0.07368520550198196	0.05813198482335763
-1.039072259536091	6.096120272491569e-6	9.155088827889644e-6	-3.4396771412339177e-6	-2.3578812125118285e-6	4.786637825237252e-6	-5.741099068875502e-6	-2.7312258368288548e-5	1.4160753116694018e-5	-3.3082927280833477e-6	-4.119669641728958e-6	5.281844838451556e-6	0.8578086912397053	0.8459317152062079
-0.8478169733934058	4.989056164897941e-8	-2.202992657545452e-6	2.667861868986505e-6	-1.9886367625842423e-6	-2.96994666182792e-6	5.6894470603986376e-6	1.2030803398404649e-5	-7.854462023126675e-6	3.400220485912955e-6	-2.8401841174581184e-6	-3.149973882680279e-6	0.3411572824114495	0.3093828654610054
-0.7952988299854369	-8.683122589130614e-6	-4.29001094847147e-7	8.39329717833882e-8	1.4572148426148098e-6	1.6099129362073682e-6	-2.6373774702011146e-7	-1.0517065074269658e-6	-1.1788001643436982e-6	-5.1047987322916325e-6	-5.500089760608303e-7	-1.3271716335685513e-6	0.024666178306199923	0.017616904042840557
-0.7044940642422177	8.301860694062464e-6	2.620404175399577e-6	1.4823310863786719e-6	-6.552570172029679e-7	1.063673622785521e-5	1.7474690695965556e-5	2.9846438533441174e-5	5.529402029916794e-7	-1.3367707155665914e-6	-4.474577315736076e-8	-9.698337564716881e-8	0.0008347054708309067	0.0004382005587774441
-0.5155490074589791	-5.7410782241613926e-6	4.064486272869218e-6	-4.766467620931115e-6	6.212034874019423e-6	7.025169134186176e-6	5.754477954851194e-6	6.456250487487209e-6	7.020287310116236e-8	-7.617732252502985e-8	-1.1747172295961677e-9	-1.8078375843089797e-9	8.194034488810574e-6	2.8254574753625554e-6
