0.0	-4.0528210047827616e-13	0.0	0.0	0.0	0.0	-0.0
-1.039072259536091	-3.1338539319211354e-13	-3.5487357095891874e-16	2.989841810635004e-17	-8.229787438826951e-13	3.5330802558023177e-10	-2.1568059906394818e-20
-1.039072259536091	-8.228222875920373e-14	-4.4085280102519307e-16	1.1552343255088902e-16	-5.239800708814076e-12	5.652928409283708e-9	-6.901779170046342e-19
-1.039072259536091	1.5426652054371899e-13	-1.9356603084548629e-16	2.446643237100835e-16	-1.0124162904605404e-11	2.8617950071998763e-8	-5.241038557253939e-18
-1.039072259536091	1.7332606758876442e-13	4.23130358549239e-17	3.9696989221137797e-16	1.0905300814068982e-12	9.044685454853933e-8	-2.2085693344148293e-17
-1.039072259536091	-3.372122896031138e-13	-6.914573492671626e-16	5.439484589331944e-16	6.513131229559865e-11	2.208175159876448e-7	-6.740018720748379e-17
-0.8478169733934058	-4.461482719164158e-14	-1.869251835713618e-16	4.876626505690965e-16	2.964477532521808e-11	1.5791395235496655e-7	-4.432460070154252e-17
-0.7952988299854369	2.0958481588984603e-13	-5.662468116049428e-19	3.381846640295211e-16	-6.867779658269946e-12	6.075261094303347e-8	-1.3429980641059269e-17
-0.7044940642422177	8.561197999653045e-14	-3.038884654461151e-16	1.9720295138352619e-16	-9.093692310538358e-12	1.77342459234579e-8	-2.881609391585438e-18
-0.5155490074589791	-1.477507766119981e-13	-4.5351040108810915e-16	8.925404863555537e-17	-3.782374685094313e-12	3.300790869947401e-9	-3.5228302293776946e-19
0.0	-3.108948105273053e-13	-3.584257766045826e-16	3.073401204103029e-17	-8.564809849464304e-13	3.7357197013525605e-10	-2.3125282996474327e-20
1.039072259536091	-3.1338539319211354e-13	-3.5487357095891874e-16	2.989841810635004e-17	-8.229787438826951e-13	3.5330802558023177e-10	-2.1568059906394818e-20
1.5707963267948966	-1.5396171090030097e-13	-4.534702499015605e-16	8.686236358889154e-17	-3.650343390810152e-12	3.1201104517666725e-9	-3.2834594939525047e-19
