0.0	-1.090595218018446e-17	0.0	0.0	0.0	0.0	0.0	0.0
-1.039072259536091	-1.796080535484201e-17	-8.260753094397959e-17	0.20401875803525213	-2.6633016685522937e-16	1.7025054076530204e-19	6.00382065116396e-16	7.86772179301161e-11
-1.039072259536091	-2.705748359762645e-17	-1.0020302157045087e-16	0.5058821142406322	-1.803397628427113e-15	2.2980837116286457e-18	1.921222608372467e-14	5.0353419475274305e-9
-1.039072259536091	-1.452820482379393e-17	-3.804763251635646e-17	0.2928762075153929	-4.2457211473586914e-15	8.04030710367094e-18	1.4589284182328418e-13	5.735569187105461e-8
-1.039072259536091	1.7287128578492785e-17	1.8051073672459462e-17	-0.39663908864044284	-3.955382422145787e-15	9.510143186622366e-18	6.147912346791895e-13	3.2226188464175555e-7
-1.039072259536091	-2.263837904593959e-17	-1.6853406841319989e-16	0.7160942968758249	7.614192444936609e-15	-2.6694955964244634e-17	1.876193953488737e-12	1.2293315301580636e-6
-0.8478169733934058	1.4002482697460734e-17	-4.142545289264598e-17	-0.2490832486402972	8.068981233093731e-16	-3.786980835400719e-18	1.2338474308837359e-12	7.434461137723379e-7
-0.7952988299854369	5.9163510830078344e-18	8.675587332616892e-18	-0.15250452048514113	-4.803892805005157e-15	1.0792779693479893e-17	3.738453781539113e-13	1.7740512474304098e-7
-0.7044940642422177	-2.216537958637227e-17	-6.531938539939708e-17	0.4484922582405752	-3.4578409378675595e-15	5.835511746588959e-18	8.021428931889747e-14	2.797936348796791e-8
-0.5155490074589791	-2.594145778456139e-17	-1.0404347499300158e-16	0.45586951403556725	-1.2733619283867951e-15	1.4200816622299137e-18	9.806371538967895e-15	2.246703461914043e-9
0.0	-1.81280492354361e-17	-8.342096242248476e-17	0.20896000000025827	-2.7730439732049296e-16	1.7974993131032222e-19	6.437299053359824e-16	8.554215061071556e-11
1.039072259536091	-1.796080535484201e-17	-8.260753094397959e-17	0.20401875803525213	-2.6633016685522937e-16	1.7025054076530204e-19	6.00382065116396e-16	7.86772179301161e-11
